id,arrive,finish,value
1,0.07958745081631101,9.705570279389109,9.625982828572798
2,0.2051805271128948,26.66549131874915,26.460310791636257
3,0.2975028416933017,4.186620411564588,3.8891175698712863
4,0.3762229569250288,1.8298293661352614,1.4536064092102325
5,0.4313278060345787,22.047223432418253,21.615895626383676
6,0.5351437355289397,2.910402363874211,2.3752586283452715
7,0.5926956554458036,6.222103704599587,5.629408049153784
8,0.8150480967490693,6.7799109490523115,5.964862852303242
9,1.1465393149544507,3.690750540260339,2.5442112253058884
10,1.1948995250446761,11.479950632248679,10.285051107204003
11,1.351789139041593,3.135669240562163,1.78388010152057
12,1.4270565499952519,13.701689887150106,12.274633337154855
13,1.5109998346691342,23.428115798061732,21.917115963392597
14,1.7708252500616783,5.4401138149149,3.669288564853222
15,1.778193785552963,4.228810827289966,2.4506170417370026
16,1.787309888464863,9.742953122234523,7.95564323376966
17,1.7893524471332856,6.049396056215434,4.260043609082148
18,1.9681012150947743,30.98471299575541,29.016611780660636
19,2.118679638281296,12.787647230392599,10.668967592111303
20,2.322711066375851,11.91089158651632,9.588180520140469
21,2.707233250192536,11.985359453478738,9.278126203286202
22,2.8677572060875507,4.556564383267576,1.688807177180025
23,2.9296501519488474,13.49874832509099,10.569098173142143
24,3.0813037496368625,4.186242200894586,1.1049384512577238
25,3.093891190819917,10.297093764136504,7.203202573316586
26,3.196034379459124,15.255704497925237,12.059670118466112
27,3.2115073477318887,10.860662716367553,7.649155368635665
28,3.5009493927010413,5.753255052140579,2.252305659439538
29,3.5747321205321474,13.986213034893176,10.411480914361029
30,3.628288692362223,8.439498666315261,4.811209973953038
31,3.6590167276712684,12.263902907678464,8.604886180007195
32,3.807842211543942,11.580840771823029,7.7729985602790865
33,3.8687504531742505,18.392987869533826,14.524237416359576
34,3.952783923861012,5.0815938974496815,1.1288099735886696
35,3.95468078102725,32.18667926442,28.23199848339275
36,4.050818873946736,12.947941787017388,8.897122913070653
37,4.145518541731113,5.749763970615549,1.6042454288844352
38,4.241473339004037,26.632747759836015,22.391274420831976
39,4.52926484687814,14.367597486725654,9.838332639847515
40,4.643778742743177,28.24258047139086,23.598801728647683
41,4.688330592016301,15.691916760021776,11.003586168005475
42,4.74578383289205,10.947604071669222,6.201820238777172
43,4.865394613005387,10.56465151584315,5.699256902837764
44,4.871606142597918,21.531611589409632,16.660005446811713
45,4.981497390603722,12.223531366221593,7.242033975617871
46,5.09255713393316,13.691675029981058,8.599117896047897
47,5.1161778044665605,14.081156609046449,8.96497880457989
48,5.129980673229806,15.66465669430547,10.534676021075665
49,5.167876869843454,9.943375266758144,4.77549839691469
50,5.213087075478092,17.03284725260149,11.819760177123396
51,5.297529853543183,13.776777997802474,8.47924814425929
52,5.355262284636142,10.69831471145426,5.343052426818119
53,5.800712022697047,8.542783614975637,2.74207159227859
54,5.811475533950576,6.897124786484459,1.0856492525338828
55,5.8349056855138715,33.63328970350208,27.79838401798821
56,5.852497040857331,23.28417007901946,17.43167303816213
57,5.958371313347973,14.091460833592226,8.133089520244253
58,5.9875793668387,19.620803978869457,13.633224612030757
59,6.050373524946119,8.296593847903843,2.246220322957724
60,6.078401226316405,41.667172969439434,35.58877174312303
61,6.095713971593725,19.92547806515901,13.829764093565284
62,6.10740951279784,17.570839833542344,11.463430320744504
63,6.214216731777754,7.321962092804458,1.107745361026704
64,6.229087958916583,8.056718530176603,1.8276305712600198
65,6.250976019187087,8.455153299076038,2.2041772798889507
66,6.296977415743059,12.553956874374864,6.256979458631805
67,6.469010580920863,26.677576614506307,20.208566033585445
68,6.4792250695873195,8.059592596085093,1.5803675264977732
69,6.661206962026821,7.74770039776271,1.086493435735889
70,6.671310440307344,22.857398504520454,16.18608806421311
71,7.046213585377804,10.500114604970406,3.4539010195926023
72,7.109447245644342,19.32012928156609,12.210682035921748
73,7.485639962856295,11.869522843477949,4.383882880621654
74,7.578487812984639,31.745843554205507,24.167355741220867
75,7.71291233945331,10.128329037783729,2.415416698330419
76,7.716909969701661,26.573430385856863,18.856520416155202
77,7.750150994231324,14.349017973949213,6.598866979717889
78,7.7629566703787765,8.825005474453599,1.0620488040748226
79,7.798074279065129,19.858648294754776,12.060574015689646
80,7.810713143237039,8.825723088163691,1.0150099449266525
81,7.848983239016801,37.27022853296811,29.421245293951312
82,7.902471677641236,10.130259844885376,2.2277881672441406
83,7.90910141729034,18.969235551519688,11.060134134229347
84,8.027020370003374,14.182087891698247,6.155067521694873
85,8.110630124526438,25.992785086283845,17.882154961757408
86,8.141471608513623,25.629025519814522,17.4875539113009
87,8.215547503672367,9.833560431313032,1.618012927640665
88,8.225412535040391,31.64252295262257,23.41711041758218
89,8.311202099238935,18.281930514562255,9.97072841532332
90,8.576127691740053,9.999594865182686,1.4234671734426332
91,8.614483712784297,20.70952632869481,12.095042615910513
92,8.724568304910314,9.732714492925934,1.0081461880156208
93,8.738701376312237,17.609289452527193,8.870588076214956
94,8.864694759533009,37.3662425642502,28.50154780471719
95,8.898860176513189,9.904825857916263,1.0059656814030742
96,8.919095220191194,28.032251024602722,19.113155804411527
97,9.007408124820154,22.151351023043397,13.143942898223242
98,9.009439370254869,26.36887343874657,17.3594340684917
99,9.186013478018005,25.391064960757436,16.20505148273943
100,9.186484131475074,26.658767916756744,17.472283785281668
101,9.299747544893854,10.368636957879536,1.0688894129856816
102,9.331219711601895,22.98776298427324,13.656543272671344
103,9.464095499612732,10.5268095775708,1.0627140779580682
104,9.791609817916981,13.620735889317146,3.8291260714001645
105,9.820211915669725,10.916116486571092,1.0959045709013662
106,9.906051212105178,24.367385743610214,14.461334531505036
107,9.995710300363633,11.116414134510233,1.1207038341465996
108,10.080632382524096,41.466635081073136,31.386002698549042
109,10.105874382068832,23.68702733646998,13.58115295440115
110,10.411102552567408,12.096750975589664,1.685648423022256
111,10.470364955328392,15.236674327192649,4.766309371864256
112,10.657710947454706,19.919475659423636,9.26176471196893
113,10.777934803460264,11.835906007934863,1.0579712044745992
114,10.813236816673173,14.02352997191263,3.210293155239457
115,10.981329037150056,25.558849863500477,14.57752082635042
116,11.031830912257856,17.7171123356192,6.685281423361342
117,11.24478084873017,12.393282073502387,1.1485012247722182
118,11.33183443058563,39.250148896731474,27.918314466145844
119,11.545317477531675,12.565781615686626,1.020464138154951
120,11.663255770428982,24.834694546584576,13.171438776155593
121,11.79244669672511,19.701537262710993,7.909090565985883
122,11.86202664258463,33.56299251818821,21.70096587560358
123,12.174573466886653,16.929361389678846,4.754787922792193
124,12.277853168712175,34.124394849789326,21.84654168107715
125,12.332992768525829,14.26332105297383,1.9303282844480005
126,12.426233055868229,18.150644896881374,5.724411841013145
127,12.428171033766693,14.672609141119096,2.244438107352403
128,12.46406375541749,15.290742678434077,2.826678923016587
129,12.571995775023774,15.479751756141354,2.90775598111758
130,12.606255737108905,21.14726939319209,8.541013656083186
131,12.702493243232963,16.087718891422075,3.3852256481891114
132,12.758489350652459,16.824063047998674,4.065573697346215
133,12.773046747993398,17.72248487318792,4.949438125194522
134,12.808469160951038,15.58714762527825,2.7786784643272124
135,12.892858008011395,26.14858400960765,13.255726001596255
136,12.982230915424125,13.999074621610527,1.0168437061864015
137,13.067638887351679,14.152551550334099,1.0849126629824202
138,13.173539827165857,22.958928985991147,9.78538915882529
139,13.27912478677845,19.49062439380474,6.2114996070262904
140,13.33558583705762,16.05530802055982,2.719722183502201
141,13.562449233968357,16.608214902583267,3.0457656686149104
142,13.60826652211061,17.992113917026124,4.383847394915515
143,13.665512678305445,17.513170929697235,3.84765825139179
144,13.888004141083234,14.910935802588252,1.0229316615050177
145,14.052093897456475,20.291280601666298,6.239186704209823
146,14.173795846308792,36.00358337930867,21.82978753299988
147,14.18435711075412,48.85029149467623,34.66593438392211
148,14.436285324709175,18.069882518343515,3.6335971936343405
149,14.561546077609036,15.572796072324119,1.011249994715083
150,15.238085451013008,56.322366886779406,41.0842814357664
151,15.254272459682834,21.935450682286525,6.681178222603691
152,15.456863338957032,26.190541325274683,10.733677986317652
153,15.47459589686815,36.50606146024871,21.031465563380557
154,15.570192538433037,16.880351163879507,1.3101586254464692
155,15.583410909445783,20.875673468536974,5.29226255909119
156,15.77180379943372,16.95501542433163,1.1832116248979112
157,15.936475708740444,17.05722215812128,1.120746449380837
158,16.02066380358869,24.134369186297178,8.113705382708488
159,16.072950806521458,40.70862314975086,24.635672343229405
160,16.0801183455141,31.804384580105904,15.724266234591802
161,16.199662202368962,17.24100336781548,1.041341165446518
162,16.260092109998645,17.276073677630823,1.0159815676321777
163,16.3881255283375,17.51236902244894,1.1242434941114396
164,16.58940280190509,17.620623641795547,1.0312208398904552
165,16.960398832115487,53.05815732217543,36.097758490059945
166,17.15405655544217,26.79659282396329,9.64253626852112
167,17.155234878904402,21.2034455673938,4.048210688489398
168,17.19986016180072,25.761001705007427,8.561141543206706
169,17.33078999846169,18.40030124100398,1.0695112425422906
170,17.349619495951586,29.118726720847647,11.76910722489606
171,17.423232606614548,18.534103979150945,1.1108713725363977
172,17.428819612145855,22.102731572351527,4.673911960205672
173,17.451133532890267,19.698892775497843,2.247759242607575
174,17.45300307996727,23.439060646864856,5.9860575668975855
175,17.610844352610165,24.941745497896793,7.330901145286628
176,17.636194923814116,18.82531117049621,1.1891162466820937
177,17.678560634277417,28.981392746407757,11.30283211213034
178,17.941782521653764,19.02220306230011,1.0804205406463474
179,18.063662202861888,19.106738215285255,1.0430760124233664
180,18.06689788390543,25.880241077943932,7.813343194038502
181,18.084893618060637,37.44132828537795,19.356434667317313
182,18.182041832493024,51.8409167684558,33.65887493596277
183,18.268134196952545,24.13154742523724,5.863413228284696
184,18.295301004834766,29.43826637024383,11.142965365409065
