abs_time,mu,sigma,value
69.53544525880183,1.28,0.47311561360663595,0.36962157313018434
69.59366104281102,1.29,0.45604802157206853,0.3535255981178826
69.62124348312514,1.28,0.473115613606636,0.3696215731301844
69.68843077101765,1.28,0.473115613606636,0.3696215731301844
69.69438831081793,1.29,0.45604802157206853,0.3535255981178826
69.70459025920132,1.29,0.45604802157206853,0.3535255981178826
69.72303885058712,1.28,0.45126085985421277,0.3525475467611037
69.79309647818289,1.28,0.45126085985421277,0.3525475467611037
69.80163409043175,1.28,0.45126085985421277,0.3525475467611037
69.80723042619705,1.28,0.45126085985421277,0.3525475467611037
69.82944468528933,1.28,0.45126085985421277,0.3525475467611037
69.83715576439302,1.28,0.45126085985421277,0.3525475467611037
69.84831854739352,1.28,0.45126085985421277,0.3525475467611037
69.91031721689738,1.28,0.45126085985421277,0.3525475467611037
69.9473861289975,1.27,0.468287229478799,0.3687301019518103
70.01415419137787,1.28,0.45126085985421277,0.3525475467611037
70.02505737773555,1.29,0.45604802157206853,0.3535255981178826
70.03137126381047,1.28,0.45126085985421277,0.3525475467611037
70.04863280795215,1.27,0.468287229478799,0.3687301019518103
70.06727214372026,1.27,0.468287229478799,0.3687301019518103
70.17545457497718,1.26,0.48450745582237925,0.3845297268431581
70.18670658391659,1.25,0.4793724854411023,0.38349798835288185
70.203818740763,1.24,0.49482166974424724,0.3990497336647155
70.20843226290484,1.24,0.49482166974424724,0.3990497336647155
70.21847211557743,1.24,0.49482166974424724,0.3990497336647155
70.22692375539734,1.25,0.4793724854411023,0.38349798835288185
70.22988623002836,1.26,0.4631905164675272,0.36761152100597394
70.27216240999174,1.26,0.4631905164675272,0.36761152100597394
70.30644013830539,1.27,0.4461960433384738,0.3513354671956487
70.34436293345921,1.26,0.4631905164675272,0.36761152100597394
70.35823248334654,1.27,0.4461960433384738,0.3513354671956487
70.36596107860149,1.26,0.4631905164675272,0.36761152100597394
70.4086447702484,1.26,0.4631905164675272,0.36761152100597394
70.41432686751297,1.25,0.4793724854411023,0.38349798835288185
70.43250485941657,1.26,0.4631905164675272,0.36761152100597394
70.43577983374263,1.26,0.4631905164675272,0.36761152100597394
70.46817837441019,1.26,0.4631905164675272,0.36761152100597394
70.47171747520792,1.26,0.4631905164675272,0.36761152100597394
70.47793361733346,1.27,0.4461960433384738,0.3513354671956487
70.49137086448273,1.27,0.4461960433384738,0.3513354671956487
70.49907573446788,1.28,0.45126085985421277,0.3525475467611037
70.5010065449669,1.29,0.45604802157206853,0.3535255981178826
70.5076341876743,1.29,0.45604802157206853,0.3535255981178826
70.50948722212331,1.29,0.45604802157206853,0.3535255981178826
70.51291100204595,1.29,0.45604802157206853,0.3535255981178826
70.5277302037379,1.29,0.45604802157206853,0.3535255981178826
70.53896136026584,1.29,0.45604802157206853,0.3535255981178826
