abs_time,mu,sigma,value
105.03802429683165,1.33,2.0203760026092152,1.5190797012099362
105.05699414370261,1.34,2.0261921294523244,1.5120836786957643
105.06198259362583,1.34,2.0261921294523244,1.5120836786957643
105.08702251945896,1.34,2.0261921294523244,1.5120836786957643
105.08871829993461,1.34,2.0261921294523244,1.5120836786957643
105.09180511647779,1.33,2.030350519571247,1.5265793380234938
105.1126590498798,1.33,2.030350519571247,1.5265793380234938
105.1227924146849,1.33,2.030350519571247,1.5265793380234938
105.13942481966252,1.33,2.030350519571247,1.5265793380234938
105.1445752330652,1.33,2.030350519571247,1.5265793380234938
105.144923730664,1.33,2.030350519571247,1.5265793380234938
105.20223540451205,1.33,2.030350519571247,1.5265793380234938
105.26480258508633,1.33,2.030350519571247,1.5265793380234938
105.28146341072451,1.32,2.0344507610138662,1.5412505765256561
105.29016031235322,1.32,2.0344507610138662,1.5412505765256561
105.31535379773,1.32,2.0344507610138662,1.5412505765256561
105.33531442141279,1.32,2.0344507610138662,1.5412505765256561
105.34115520006495,1.31,1.998459002291111,1.5255412231229855
105.35469476108844,1.31,1.998459002291111,1.5255412231229855
105.38726552515058,1.31,1.998459002291111,1.5255412231229855
105.40503726843875,1.32,2.0195008884335355,1.529924915479951
105.41833257893622,1.32,2.0195008884335355,1.529924915479951
105.43591184435931,1.33,2.035319447292059,1.5303153739038036
105.43727192229262,1.34,2.0754456744214593,1.5488400555384023
105.44647411145418,1.34,2.0754456744214593,1.5488400555384023
105.46502785112413,1.34,2.0754456744214593,1.5488400555384023
105.48451541768763,1.34,2.0754456744214593,1.5488400555384023
105.48858317338751,1.33,2.079505574492032,1.5635380259338585
105.49235871114425,1.33,2.079505574492032,1.5635380259338585
105.50063642176417,1.32,2.083509083495942,1.5784159723454105
105.50338889067076,1.33,2.0843573241038724,1.5671859579728362
105.50808385338728,1.33,2.0843573241038724,1.5671859579728362
105.51848849790585,1.33,2.0843573241038724,1.5671859579728362
105.53297561128505,1.34,2.0803068926667447,1.5524678303483168
105.53978515992772,1.34,2.0803068926667447,1.5524678303483168
105.56145679317618,1.34,2.0803068926667447,1.5524678303483168
105.56699968917633,1.34,2.0803068926667447,1.5524678303483168
105.57353071944016,1.34,2.0803068926667447,1.5524678303483168
105.5791681446731,1.34,2.0803068926667447,1.5524678303483168
105.61946629418749,1.34,2.0803068926667447,1.5524678303483168
105.63024092504153,1.34,2.0803068926667447,1.5524678303483168
105.64022823202215,1.33,2.059984309050764,1.5488603827449354
105.68511826101636,1.33,2.059984309050764,1.5488603827449354
105.68892791113109,1.33,2.059984309050764,1.5488603827449354
105.69281801418678,1.33,2.059984309050764,1.5488603827449354
105.69870366981827,1.33,2.059984309050764,1.5488603827449354
105.70654245458148,1.34,2.0754456744214593,1.5488400555384023
105.71048618179678,1.33,2.0648819273114323,1.5525428024897987
105.73303966816601,1.34,2.0607932178820576,1.5379053864791474
105.74520599611179,1.34,2.0607932178820576,1.5379053864791474
105.76277143878526,1.34,2.0607932178820576,1.5379053864791474
105.77023726896614,1.35,2.0907443940405823,1.548699551141172
105.7884771598126,1.34,2.089995408626729,1.5596980661393498
105.86107445585665,1.34,2.089995408626729,1.5596980661393498
105.90058542789654,1.34,2.089995408626729,1.5596980661393498
105.9268882495878,1.35,2.0859075005881973,1.5451166671023682
105.93529670659609,1.35,2.0859075005881973,1.5451166671023682
105.96949612995661,1.35,2.0859075005881973,1.5451166671023682
106.00519592328428,1.35,2.0859075005881973,1.5451166671023682
106.05246513596421,1.36,2.101081972352686,1.5449132149652103
106.12573212199291,1.36,2.101081972352686,1.5449132149652103
106.13412126833049,1.37,2.1351081632289426,1.5584731118459434
106.1502804141532,1.37,2.1351081632289426,1.5584731118459434
106.15461667897954,1.37,2.1351081632289426,1.5584731118459434
106.16423659585354,1.36,2.101081972352686,1.5449132149652103
106.22209439780342,1.36,2.101081972352686,1.5449132149652103
106.23271571967874,1.36,2.101081972352686,1.5449132149652103
106.25188436863239,1.35,2.0955701232395305,1.552274165362615
106.25618165601654,1.36,2.096268931779373,1.5413742145436564
106.26167978991309,1.36,2.096268931779373,1.5413742145436564
106.26215835495748,1.36,2.096268931779373,1.5413742145436564
106.27714548824842,1.36,2.096268931779373,1.5413742145436564
106.27727055530457,1.36,2.096268931779373,1.5413742145436564
106.28917515899992,1.36,2.096268931779373,1.5413742145436564
106.31041962578661,1.37,2.1160999002596235,1.5445984673427908
106.31095204538916,1.38,2.1119190373217487,1.5303761140012673
106.31209405441093,1.39,2.112468994452996,1.519761866512947
106.3320566703413,1.39,2.112468994452996,1.519761866512947
106.36375333381007,1.39,2.112468994452996,1.519761866512947
106.38367869898235,1.4,2.132007163556104,1.5228622596829315
106.39237521639376,1.41,2.1277151400438257,1.5090178298183161
106.39761781840055,1.42,2.1375904493828863,1.5053453868893567
106.44155934834579,1.42,2.1375904493828863,1.5053453868893567
106.4439117698299,1.42,2.1375904493828863,1.5053453868893567
106.47922457359485,1.41,2.1419098435223125,1.5190849954058956
106.48413685973242,1.41,2.1419098435223125,1.5190849954058956
106.50695695048523,1.41,2.1419098435223125,1.5190849954058956
106.52018492822504,1.4,2.1414617871581516,1.5296155622558227
106.54273603729138,1.39,2.112468994452996,1.519761866512947
106.54292197079262,1.39,2.112468994452996,1.519761866512947
106.54871498349986,1.38,2.073303127520397,1.5023935706669544
106.55167325121563,1.38,2.073303127520397,1.5023935706669544
106.5569863295602,1.38,2.073303127520397,1.5023935706669544
106.565230635847,1.38,2.073303127520397,1.5023935706669544
106.56607966267866,1.38,2.073303127520397,1.5023935706669544
106.57099320030899,1.37,2.0481822441009747,1.4950235358401274
106.59293824491536,1.37,2.0481822441009747,1.4950235358401274
106.59585718333486,1.37,2.0481822441009747,1.4950235358401274
106.61035559726825,1.37,2.0481822441009747,1.4950235358401274
106.61452131690247,1.37,2.0481822441009747,1.4950235358401274
106.61920337611403,1.36,2.042577100655251,1.5018949269523902
106.6784911184291,1.35,2.021975231891785,1.4977594310309519
106.68266660897017,1.34,2.006152153912176,1.497128473068788
106.73434565491311,1.35,2.006932429798716,1.4866166146657156
106.73903659031434,1.35,2.006932429798716,1.4866166146657156
106.74938329956608,1.35,2.006932429798716,1.4866166146657156
106.78112116676397,1.35,2.006932429798716,1.4866166146657156
106.81140239747606,1.34,2.0111808682583683,1.5008812449689315
106.82690863893666,1.34,2.0111808682583683,1.5008812449689315
106.83997157934537,1.34,2.0111808682583683,1.5008812449689315
106.84384621483684,1.34,2.0111808682583683,1.5008812449689315
106.86731752072943,1.34,2.0111808682583683,1.5008812449689315
106.90663807850223,1.34,2.0111808682583683,1.5008812449689315
106.92871018898643,1.34,2.0111808682583683,1.5008812449689315
106.93024706588895,1.35,2.031941898477385,1.5051421470202853
106.93647369043443,1.35,2.031941898477385,1.5051421470202853
106.93850666057642,1.35,2.031941898477385,1.5051421470202853
106.94653793099496,1.34,2.0261921294523244,1.5120836786957643
106.94673774101537,1.35,2.036906944116471,1.5088199586047932
106.94680418494347,1.36,2.0573592959731832,1.5127641882155758
107.03228170433974,1.36,2.0573592959731832,1.5127641882155758
107.0719451932118,1.36,2.0573592959731832,1.5127641882155758
107.11540582014386,1.36,2.0573592959731832,1.5127641882155758
107.13194058028678,1.36,2.0573592959731832,1.5127641882155758
107.16138080769014,1.36,2.0573592959731832,1.5127641882155758
107.1687368865312,1.36,2.0573592959731832,1.5127641882155758
107.17479991693935,1.36,2.0573592959731832,1.5127641882155758
107.23096427928874,1.37,2.058021998292182,1.5022058381694758
107.26358235861956,1.38,2.0975213847767944,1.5199430324469525
107.28414927120689,1.39,2.0980751158905613,1.5094065581946485
107.34341157912098,1.39,2.0980751158905613,1.5094065581946485
107.34657099583718,1.39,2.0980751158905613,1.5094065581946485
107.38397094077115,1.39,2.0980751158905613,1.5094065581946485
107.40106944657443,1.39,2.0980751158905613,1.5094065581946485
107.40175524295145,1.4,2.122510425192419,1.5160788751374423
107.41328552496464,1.41,2.146620552864385,1.5224259240172944
107.44402634056077,1.42,2.1423106566263797,1.5086694764974504
107.49649836818489,1.42,2.1423106566263797,1.5086694764974504
107.53048041662377,1.42,2.1423106566263797,1.5086694764974504
107.5328451812858,1.42,2.1423106566263797,1.5086694764974504
107.57276076474413,1.42,2.1423106566263797,1.5086694764974504
107.57337609007214,1.42,2.1423106566263797,1.5086694764974504
107.58724812831801,1.42,2.1423106566263797,1.5086694764974504
107.59953165116917,1.42,2.1423106566263797,1.5086694764974504
107.60541481480742,1.42,2.1423106566263797,1.5086694764974504
107.63416268376275,1.41,2.146620552864385,1.5224259240172944
107.64668005767122,1.4,2.1367397047035386,1.5262426462168133
