Package Name,Average Size (KB)
wafflehaus.neutron,5.8546875
winrt-Microsoft.UI.Xaml.Controls.AnimatedVisuals,32.63066681338028
becke-multicenter-integration,185.87255859375
blended,6.849190848214286
quantics,2.95458984375
metovlogs,2.999609375
gawd,14.272786458333334
cdef-analytical,173.65185546875
streamfy,762.69984375
scm-source,4.159830729166667
pyInstallPackage,4.895345052083333
basewordle,10.7412109375
nonebot-plugin-epicfree,6.7549085115131575
tpRigToolkit-config,16.533935546875
cryt,3.16845703125
text-clean,94.47056995738636
yt-playlist-updater,1.98828125
generate-report,34.50439453125
pillow-affine,7.96337890625
PySide,21725.266931668135
fastapi-plus,14.493977864583334
xcom,16.046630859375
dictionary-helpers,6.74951171875
pytcc,452.6447998046875
nrgmodbus,9.67527488425926
mediakit,23.10039605034722
json-key-press,3.85546875
wbx-workspaces,8.49853515625
kafka-logger,2.8271484375
awsdsc,8.84228515625
arcpy-metadata,51.114420572916664
mocy,12.596354166666666
beam-extended-mongodbio,3.8232421875
slidingwindow-generator,7.03330078125
odoo-addon-product-category-product-link,21.4119140625
gfftk,4498.507263183594
kudu-python,331.108251953125
trio-websockets,33.89404296875
grahamscandelaunay,3.18359375
cacheline,7985.117035040876
