abs_time,mu,sigma,value
54.169994098090484,1.22,1.0878576852853241,0.8916866272830526
54.17059944221751,1.21,1.0852081678999508,0.8968662544627692
54.21956653711998,1.21,1.0852081678999508,0.8968662544627692
54.226346497170844,1.21,1.0852081678999508,0.8968662544627692
54.242555785397556,1.2,1.0730867399773196,0.8942389499810998
54.282929399734215,1.2,1.0730867399773196,0.8942389499810998
54.31361124084384,1.2,1.0730867399773196,0.8942389499810998
54.338172188797195,1.2,1.0730867399773196,0.8942389499810998
54.350248478487266,1.2,1.0730867399773196,0.8942389499810998
54.350500878411474,1.21,1.0664298979645719,0.8813470231112165
54.35220244055596,1.22,1.078532485942043,0.8840430212639697
54.41662141330119,1.22,1.078532485942043,0.8840430212639697
54.44878520409907,1.22,1.078532485942043,0.8840430212639697
54.450121832713236,1.22,1.078532485942043,0.8840430212639697
54.471434018676035,1.23,1.071720979819775,0.8713178697721748
54.484808610744736,1.23,1.071720979819775,0.8713178697721748
54.60049773049419,1.22,1.069125952837318,0.8763327482273099
54.62029902502272,1.22,1.069125952837318,0.8763327482273099
54.63946225929936,1.23,1.0622541307916098,0.8636212445460243
54.66442537856105,1.23,1.0622541307916098,0.8636212445460243
54.66536887099452,1.23,1.0622541307916098,0.8636212445460243
54.6752302969892,1.23,1.0622541307916098,0.8636212445460243
54.70234554418907,1.23,1.0622541307916098,0.8636212445460243
54.705756366761804,1.23,1.0622541307916098,0.8636212445460243
54.707398490702964,1.23,1.0622541307916098,0.8636212445460243
54.710757908198005,1.24,1.0552418459933028,0.8510014887042765
54.75139919434598,1.25,1.0480862791225007,0.8384690232980005
54.78578696493828,1.25,1.0480862791225007,0.8384690232980005
54.79288007872663,1.24,1.0552418459933028,0.8510014887042765
54.8057436361976,1.23,1.0622541307916098,0.8636212445460243
54.813864435616,1.22,1.050060123338784,0.8607050191301509
54.82508468982161,1.21,1.0569156575009697,0.8734840144636113
54.850086870016085,1.2,1.044465935734187,0.8703882797784892
54.87676246613445,1.2,1.044465935734187,0.8703882797784892
54.8775401308821,1.19,1.0415121097459572,0.8752202602907204
54.891415015692395,1.19,1.0415121097459572,0.8752202602907204
54.907864849351725,1.2,1.063632046956621,0.8863600391305175
54.91809502759089,1.21,1.066429897964572,0.8813470231112166
54.92706060486265,1.21,1.066429897964572,0.8813470231112166
54.93603860649499,1.21,1.066429897964572,0.8813470231112166
54.96076143007219,1.21,1.066429897964572,0.8813470231112166
54.97644104614488,1.22,1.069125952837318,0.8763327482273099
55.01810062716882,1.22,1.069125952837318,0.8763327482273099
55.049828042180685,1.23,1.0811049342167849,0.878947100989256
55.066606849655756,1.23,1.0811049342167849,0.878947100989256
55.084249739764104,1.23,1.0811049342167849,0.878947100989256
55.094080859970276,1.23,1.0811049342167849,0.878947100989256
55.099377194504996,1.23,1.0811049342167849,0.878947100989256
55.106835581564056,1.23,1.0811049342167849,0.878947100989256
55.11629412404332,1.23,1.0811049342167849,0.878947100989256
55.120893696605656,1.23,1.0811049342167849,0.878947100989256
55.123483096587,1.22,1.0878576852853241,0.8916866272830526
55.168230816105506,1.23,1.0811049342167849,0.878947100989256
55.17775926464252,1.24,1.092860208051988,0.8813388774612807
55.18307508409983,1.24,1.092860208051988,0.8813388774612807
55.188336190127025,1.24,1.092860208051988,0.8813388774612807
55.20360518973915,1.25,1.0859525446781408,0.8687620357425127
55.20771677244804,1.25,1.0859525446781408,0.8687620357425127
55.246177089154074,1.24,1.0835780609358119,0.8738532749482354
